p_id,question,q_num,q_type,stim1,stim2,stim3,stim4,key,response,RT,correct,subjectGroup,familiarity,vocabulary,comprehension,GMRT,GMRT_transformed,knowledge_transformed
129,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,1,15957,1.0,RPp,11,45,32,77,-0.006198404045443575,-0.7109010461317667
129,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,1,36365,0.0,RPp,11,45,32,77,-0.006198404045443575,-0.7109010461317667
129,Where are the target cells located for the hormone adrenaline?,3,memory,Stomach and muscles,Heart and lungs,Sweat glands,"Stomach, muscles, heart, and lungs",4.0,4,5225,1.0,RPp,11,45,32,77,-0.006198404045443575,-0.7109010461317667
129,Which part of the brain releases hormones to start the fight-or-flight response?,1,memory,Amygdala,Pituitary gland,Hypothalamus,Adrenal gland,3.0,4,37212,0.0,RPp,11,45,32,77,-0.006198404045443575,-0.7109010461317667
129,What is the purpose of target cells?,5,memory,To maintain the endocrine system,To respond to hormones,To find glands,To produce chemicals,2.0,2,21675,1.0,RPp,11,45,32,77,-0.006198404045443575,-0.7109010461317667
129,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,3,26175,1.0,RPp,11,45,32,77,-0.006198404045443575,-0.7109010461317667
129,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,12585,1.0,RPp,11,45,32,77,-0.006198404045443575,-0.7109010461317667
129,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,1,54973,1.0,RPp,11,45,32,77,-0.006198404045443575,-0.7109010461317667
129,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,3,6304,1.0,RPp,11,45,32,77,-0.006198404045443575,-0.7109010461317667
129,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,3,19404,0.0,RPp,11,45,32,77,-0.006198404045443575,-0.7109010461317667
129,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,1,56230,0.0,RPp,11,45,32,77,-0.006198404045443575,-0.7109010461317667
129,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,2,24310,0.0,RPp,11,45,32,77,-0.006198404045443575,-0.7109010461317667
39,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,1,8963,1.0,RPm,70,44,45,89,1.291117127050344,1.6077635175202494
39,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,4,6613,1.0,RPm,70,44,45,89,1.291117127050344,1.6077635175202494
39,Where are the target cells located for the hormone adrenaline?,3,memory,Stomach and muscles,Heart and lungs,Sweat glands,"Stomach, muscles, heart, and lungs",4.0,4,5210,1.0,RPm,70,44,45,89,1.291117127050344,1.6077635175202494
39,Which part of the brain releases hormones to start the fight-or-flight response?,1,memory,Amygdala,Pituitary gland,Hypothalamus,Adrenal gland,3.0,3,5368,1.0,RPm,70,44,45,89,1.291117127050344,1.6077635175202494
39,What is the purpose of target cells?,5,memory,To maintain the endocrine system,To respond to hormones,To find glands,To produce chemicals,2.0,2,5745,1.0,RPm,70,44,45,89,1.291117127050344,1.6077635175202494
39,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,3,20436,1.0,RPm,70,44,45,89,1.291117127050344,1.6077635175202494
39,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,9549,1.0,RPm,70,44,45,89,1.291117127050344,1.6077635175202494
39,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,1,13493,1.0,RPm,70,44,45,89,1.291117127050344,1.6077635175202494
39,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,3,15984,1.0,RPm,70,44,45,89,1.291117127050344,1.6077635175202494
39,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,1,13519,1.0,RPm,70,44,45,89,1.291117127050344,1.6077635175202494
39,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,2,9334,1.0,RPm,70,44,45,89,1.291117127050344,1.6077635175202494
39,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,4,11290,1.0,RPm,70,44,45,89,1.291117127050344,1.6077635175202494
132,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,3,29045,0.0,RPp,30,39,36,75,-0.18718007206746512,0.2720979316284457
132,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,2,8731,0.0,RPp,30,39,36,75,-0.18718007206746512,0.2720979316284457
132,Where are the target cells located for the hormone adrenaline?,3,memory,Stomach and muscles,Heart and lungs,Sweat glands,"Stomach, muscles, heart, and lungs",4.0,4,16086,1.0,RPp,30,39,36,75,-0.18718007206746512,0.2720979316284457
132,Which part of the brain releases hormones to start the fight-or-flight response?,1,memory,Amygdala,Pituitary gland,Hypothalamus,Adrenal gland,3.0,3,95284,1.0,RPp,30,39,36,75,-0.18718007206746512,0.2720979316284457
132,What is the purpose of target cells?,5,memory,To maintain the endocrine system,To respond to hormones,To find glands,To produce chemicals,2.0,3,9678,0.0,RPp,30,39,36,75,-0.18718007206746512,0.2720979316284457
132,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,4,10906,0.0,RPp,30,39,36,75,-0.18718007206746512,0.2720979316284457
132,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,11118,1.0,RPp,30,39,36,75,-0.18718007206746512,0.2720979316284457
132,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,4,14857,0.0,RPp,30,39,36,75,-0.18718007206746512,0.2720979316284457
132,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,3,60187,1.0,RPp,30,39,36,75,-0.18718007206746512,0.2720979316284457
132,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,1,46728,1.0,RPp,30,39,36,75,-0.18718007206746512,0.2720979316284457
132,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,2,23231,1.0,RPp,30,39,36,75,-0.18718007206746512,0.2720979316284457
132,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,1,24345,0.0,RPp,30,39,36,75,-0.18718007206746512,0.2720979316284457
99,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,1,14003,1.0,RPm,15,40,38,78,0.08789556202555661,-0.4604865892133156
99,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,4,7211,1.0,RPm,15,40,38,78,0.08789556202555661,-0.4604865892133156
99,Where are the target cells located for the hormone adrenaline?,3,memory,Stomach and muscles,Heart and lungs,Sweat glands,"Stomach, muscles, heart, and lungs",4.0,4,5686,1.0,RPm,15,40,38,78,0.08789556202555661,-0.4604865892133156
99,Which part of the brain releases hormones to start the fight-or-flight response?,1,memory,Amygdala,Pituitary gland,Hypothalamus,Adrenal gland,3.0,4,14686,0.0,RPm,15,40,38,78,0.08789556202555661,-0.4604865892133156
99,What is the purpose of target cells?,5,memory,To maintain the endocrine system,To respond to hormones,To find glands,To produce chemicals,2.0,2,28516,1.0,RPm,15,40,38,78,0.08789556202555661,-0.4604865892133156
99,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,3,32463,1.0,RPm,15,40,38,78,0.08789556202555661,-0.4604865892133156
99,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,13878,1.0,RPm,15,40,38,78,0.08789556202555661,-0.4604865892133156
99,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,1,8804,1.0,RPm,15,40,38,78,0.08789556202555661,-0.4604865892133156
99,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,3,8904,1.0,RPm,15,40,38,78,0.08789556202555661,-0.4604865892133156
99,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,3,50616,0.0,RPm,15,40,38,78,0.08789556202555661,-0.4604865892133156
99,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,2,15047,1.0,RPm,15,40,38,78,0.08789556202555661,-0.4604865892133156
99,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,3,25541,0.0,RPm,15,40,38,78,0.08789556202555661,-0.4604865892133156
59,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,3,40470,0.0,RPm,25,45,43,88,1.168417425581329,0.053062961248310864
59,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,4,11680,1.0,RPm,25,45,43,88,1.168417425581329,0.053062961248310864
59,Where are the target cells located for the hormone adrenaline?,3,memory,Stomach and muscles,Heart and lungs,Sweat glands,"Stomach, muscles, heart, and lungs",4.0,4,18402,1.0,RPm,25,45,43,88,1.168417425581329,0.053062961248310864
59,Which part of the brain releases hormones to start the fight-or-flight response?,1,memory,Amygdala,Pituitary gland,Hypothalamus,Adrenal gland,3.0,3,5938,1.0,RPm,25,45,43,88,1.168417425581329,0.053062961248310864
59,What is the purpose of target cells?,5,memory,To maintain the endocrine system,To respond to hormones,To find glands,To produce chemicals,2.0,2,14105,1.0,RPm,25,45,43,88,1.168417425581329,0.053062961248310864
59,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,3,6392,1.0,RPm,25,45,43,88,1.168417425581329,0.053062961248310864
59,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,7143,1.0,RPm,25,45,43,88,1.168417425581329,0.053062961248310864
59,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,1,10852,1.0,RPm,25,45,43,88,1.168417425581329,0.053062961248310864
59,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,3,10869,1.0,RPm,25,45,43,88,1.168417425581329,0.053062961248310864
59,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,1,29943,1.0,RPm,25,45,43,88,1.168417425581329,0.053062961248310864
59,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,2,7236,1.0,RPm,25,45,43,88,1.168417425581329,0.053062961248310864
59,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,3,22996,0.0,RPm,25,45,43,88,1.168417425581329,0.053062961248310864
173,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,1,6817,1.0,RPp,24,44,46,90,1.4166053394179698,0.006793148871397928
173,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,4,10257,1.0,RPp,24,44,46,90,1.4166053394179698,0.006793148871397928
173,Where are the target cells located for the hormone adrenaline?,3,memory,Stomach and muscles,Heart and lungs,Sweat glands,"Stomach, muscles, heart, and lungs",4.0,4,6692,1.0,RPp,24,44,46,90,1.4166053394179698,0.006793148871397928
173,Which part of the brain releases hormones to start the fight-or-flight response?,1,memory,Amygdala,Pituitary gland,Hypothalamus,Adrenal gland,3.0,4,6487,0.0,RPp,24,44,46,90,1.4166053394179698,0.006793148871397928
173,What is the purpose of target cells?,5,memory,To maintain the endocrine system,To respond to hormones,To find glands,To produce chemicals,2.0,2,6309,1.0,RPp,24,44,46,90,1.4166053394179698,0.006793148871397928
173,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,1,17457,0.0,RPp,24,44,46,90,1.4166053394179698,0.006793148871397928
173,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,5187,1.0,RPp,24,44,46,90,1.4166053394179698,0.006793148871397928
173,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,1,8276,1.0,RPp,24,44,46,90,1.4166053394179698,0.006793148871397928
173,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,3,3468,1.0,RPp,24,44,46,90,1.4166053394179698,0.006793148871397928
173,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,1,9404,1.0,RPp,24,44,46,90,1.4166053394179698,0.006793148871397928
173,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,2,6613,1.0,RPp,24,44,46,90,1.4166053394179698,0.006793148871397928
173,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,3,13255,0.0,RPp,24,44,46,90,1.4166053394179698,0.006793148871397928
135,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,1,11526,1.0,RPm,50,43,37,80,0.2834464162031876,1.0074392640880616
135,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,4,17966,1.0,RPm,50,43,37,80,0.2834464162031876,1.0074392640880616
135,Where are the target cells located for the hormone adrenaline?,3,memory,Stomach and muscles,Heart and lungs,Sweat glands,"Stomach, muscles, heart, and lungs",4.0,4,6189,1.0,RPm,50,43,37,80,0.2834464162031876,1.0074392640880616
135,Which part of the brain releases hormones to start the fight-or-flight response?,1,memory,Amygdala,Pituitary gland,Hypothalamus,Adrenal gland,3.0,3,4955,1.0,RPm,50,43,37,80,0.2834464162031876,1.0074392640880616
135,What is the purpose of target cells?,5,memory,To maintain the endocrine system,To respond to hormones,To find glands,To produce chemicals,2.0,2,3682,1.0,RPm,50,43,37,80,0.2834464162031876,1.0074392640880616
135,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,1,14246,0.0,RPm,50,43,37,80,0.2834464162031876,1.0074392640880616
135,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,8246,1.0,RPm,50,43,37,80,0.2834464162031876,1.0074392640880616
135,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,1,9022,1.0,RPm,50,43,37,80,0.2834464162031876,1.0074392640880616
135,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,3,6254,1.0,RPm,50,43,37,80,0.2834464162031876,1.0074392640880616
135,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,1,12828,1.0,RPm,50,43,37,80,0.2834464162031876,1.0074392640880616
135,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,4,14887,0.0,RPm,50,43,37,80,0.2834464162031876,1.0074392640880616
135,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,4,25311,1.0,RPm,50,43,37,80,0.2834464162031876,1.0074392640880616
106,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,1,7040,1.0,RPp,30,42,43,85,0.8167360707345723,0.2720979316284457
106,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,1,7050,0.0,RPp,30,42,43,85,0.8167360707345723,0.2720979316284457
106,Where are the target cells located for the hormone adrenaline?,3,memory,Stomach and muscles,Heart and lungs,Sweat glands,"Stomach, muscles, heart, and lungs",4.0,4,7661,1.0,RPp,30,42,43,85,0.8167360707345723,0.2720979316284457
106,Which part of the brain releases hormones to start the fight-or-flight response?,1,memory,Amygdala,Pituitary gland,Hypothalamus,Adrenal gland,3.0,1,14196,0.0,RPp,30,42,43,85,0.8167360707345723,0.2720979316284457
106,What is the purpose of target cells?,5,memory,To maintain the endocrine system,To respond to hormones,To find glands,To produce chemicals,2.0,2,5339,1.0,RPp,30,42,43,85,0.8167360707345723,0.2720979316284457
106,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,3,7294,1.0,RPp,30,42,43,85,0.8167360707345723,0.2720979316284457
106,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,254397,1.0,RPp,30,42,43,85,0.8167360707345723,0.2720979316284457
106,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,4,13330,0.0,RPp,30,42,43,85,0.8167360707345723,0.2720979316284457
106,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,3,5786,1.0,RPp,30,42,43,85,0.8167360707345723,0.2720979316284457
106,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,1,13792,1.0,RPp,30,42,43,85,0.8167360707345723,0.2720979316284457
106,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,1,11887,0.0,RPp,30,42,43,85,0.8167360707345723,0.2720979316284457
106,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,2,23910,0.0,RPp,30,42,43,85,0.8167360707345723,0.2720979316284457
122,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,1,8592,1.0,RPm,25,44,44,88,1.168417425581329,0.053062961248310864
122,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,4,5128,1.0,RPm,25,44,44,88,1.168417425581329,0.053062961248310864
122,Where are the target cells located for the hormone adrenaline?,3,memory,Stomach and muscles,Heart and lungs,Sweat glands,"Stomach, muscles, heart, and lungs",4.0,4,5008,1.0,RPm,25,44,44,88,1.168417425581329,0.053062961248310864
122,Which part of the brain releases hormones to start the fight-or-flight response?,1,memory,Amygdala,Pituitary gland,Hypothalamus,Adrenal gland,3.0,4,3941,0.0,RPm,25,44,44,88,1.168417425581329,0.053062961248310864
122,What is the purpose of target cells?,5,memory,To maintain the endocrine system,To respond to hormones,To find glands,To produce chemicals,2.0,2,5932,1.0,RPm,25,44,44,88,1.168417425581329,0.053062961248310864
122,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,2,38702,0.0,RPm,25,44,44,88,1.168417425581329,0.053062961248310864
122,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,7353,1.0,RPm,25,44,44,88,1.168417425581329,0.053062961248310864
122,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,1,10190,1.0,RPm,25,44,44,88,1.168417425581329,0.053062961248310864
122,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,3,13112,1.0,RPm,25,44,44,88,1.168417425581329,0.053062961248310864
122,What is the correct order of processes that underlie the Fight-or-Flight response?,9,inference,"Brain activity, release of hormones, change in heart rate","Change in breathing rate, release of hormone, brain activity","Change in heart rate, activation of target cells, release of hormones","Brain activity, change in heart rate, activation of target cells",1.0,1,12121,1.0,RPm,25,44,44,88,1.168417425581329,0.053062961248310864
122,How are sweat glands and saliva glands different from endocrine glands? Sweat glands and saliva glands _____,7,inference,release chemicals on demand,deliver chemicals through ducts,store chemicals for longer periods of time,are triggered by the adrenal gland,2.0,2,3929,1.0,RPm,25,44,44,88,1.168417425581329,0.053062961248310864
122,Which of the following would be true if the target cells for adrenaline in the heart did not exist?,11,inference,Adrenaline increases heart rate.,Adrenaline decreases heart rate.,Adrenaline increases stomach activity.,Adrenaline decreases stomach activity.,4.0,2,14902,0.0,RPm,25,44,44,88,1.168417425581329,0.053062961248310864
2,"Target cells in the stomach respond to adrenaline by slowing down activity, so ______ can be sent to other muscles.",6,memory,more blood,less blood,more adrenaline,less adrenaline,1.0,1,6663,1.0,NRP,27,44,40,84,0.704877097028652,0.14300641779092915
2,Where in the body do the endocrine glands release their chemicals?,4,memory,The ducts,The brain,The nerves,The bloodstream,4.0,4,5534,1.0,NRP,27,44,40,84,0.704877097028652,0.14300641779092915
2,Where are the target cells located for the hormone adrenaline?,3,memory,Stomach and muscles,Heart and lungs,Sweat glands,"Stomach, muscles, heart, and lungs",4.0,4,8812,1.0,NRP,27,44,40,84,0.704877097028652,0.14300641779092915
2,Which part of the brain releases hormones to start the fight-or-flight response?,1,memory,Amygdala,Pituitary gland,Hypothalamus,Adrenal gland,3.0,3,4788,1.0,NRP,27,44,40,84,0.704877097028652,0.14300641779092915
2,What is the purpose of target cells?,5,memory,To maintain the endocrine system,To respond to hormones,To find glands,To produce chemicals,2.0,2,2921,1.0,NRP,27,44,40,84,0.704877097028652,0.14300641779092915
2,What is one of the main functions of the endocrine system?,2,memory,To regulate the adrenal gland,To produce target cells,To control the body's response to an exciting situation,To make adrenaline,3.0,3,13829,1.0,NRP,27,44,40,84,0.704877097028652,0.14300641779092915
2,What best describes the endocrine system?,10,inference,The endocrine system is located in our arms.,The endocrine system works using chemical messages.,The endocrine system is a system of muscles.,The endocrine system regulates heart rate using nerve impulses.,2.0,2,6717,1.0,NRP,27,44,40,84,0.704877097028652,0.14300641779092915
2,Why are hormones released directly into the bloodstream?,12,inference,To reach the target cells of multiple organs and tissues.,To reach tissues as quickly as possible,To reach ducts,To attach to target cells in the bloodstream,1.0,1,9542,1.0,NRP,27,44,40,84,0.704877097028652,0.14300641779092915
2,How do hormones affect the function of organs?,8,inference,They can only regulate organs that are next to them.,They affect all organs simultaneously.,They only regulate specific organs.,They send nerve impulses to target cells.,3.0,2,9285,0.0,NRP,27,44,40,84,0.704877097028652,0.14300641779092915
